Timestamp,Event Type,Assigned Spot
2025-08-19 11:02:47,EXIT,1:37
2025-08-19 11:02:48,EXIT,2:37
2025-08-19 11:02:49,EXIT,2:27
2025-08-19 11:02:50,EXIT,3:4
2025-08-19 11:02:51,EXIT,2:14
2025-08-19 11:02:52,EXIT,2:33
2025-08-19 11:02:53,EXIT,1:3
2025-08-19 11:02:54,ARRIVAL,1:27
2025-08-19 11:02:55,EXIT,3:17
2025-08-19 11:02:58,EXIT,1:24
2025-08-19 11:02:58,EXIT,1:22
2025-08-19 11:02:58,ARRIVAL,3:44
2025-08-19 11:02:59,EXIT,1:32
2025-08-19 11:03:00,EXIT,1:19
2025-08-19 11:03:01,EXIT,3:30
2025-08-19 11:03:02,EXIT,3:43
2025-08-19 11:03:03,EXIT,3:5
2025-08-19 11:03:04,EXIT,3:14
2025-08-19 11:03:05,ARRIVAL,2:17
2025-08-19 11:03:06,ARRIVAL,2:18
2025-08-19 11:03:07,ARRIVAL,2:9
2025-08-19 11:03:08,EXIT,1:4
2025-08-19 11:03:09,EXIT,2:11
2025-08-19 11:03:10,EXIT,1:40
2025-08-19 11:03:11,ARRIVAL,1:26
2025-08-19 11:03:12,ARRIVAL,2:32
2025-08-19 11:03:13,ARRIVAL,3:38
2025-08-19 11:03:14,EXIT,3:47
2025-08-19 11:03:15,EXIT,2:48
2025-08-19 11:03:16,EXIT,2:39
2025-08-19 11:03:17,ARRIVAL,1:14
2025-08-19 11:03:18,EXIT,2:32
2025-08-19 11:03:19,EXIT,3:38
2025-08-19 11:03:20,EXIT,1:14
2025-08-19 11:03:21,ARRIVAL,2:48
2025-08-19 11:03:22,EXIT,3:44
2025-08-19 11:03:23,EXIT,1:27
2025-08-19 11:03:24,EXIT,3:28
2025-08-19 11:03:25,EXIT,3:13
2025-08-19 11:03:26,EXIT,3:42
2025-08-19 11:03:27,EXIT,2:48
2025-08-19 11:03:28,ARRIVAL,1:45
2025-08-19 11:03:29,ARRIVAL,1:13
